integrated_row_id,subsample,comparison_region,subsample_row_id,global_participant_key,participant_key,dataset_source,n_source_rows,n_distinct_surveys,source_survey,source_file,prolific_id,identification_code,reference_year_model,year_birth_raw_clean,age_raw_clean,gender_raw_clean,country_raw_clean,country_code_raw_clean,country_birth_raw_clean,nationality_raw_clean,ethnicity_raw_clean,language_raw_clean,student_status_raw_clean,city_size_raw_clean,climate_zone_raw_clean,household_type_raw_clean,tenure_raw_clean,education_raw_clean,employment_raw_clean,num_children_raw_clean,health_raw_clean,income_raw_clean,travel_distance_raw_clean,travel_time_raw_clean,work_from_home_raw_clean,travel_role_raw_clean,vote_raw_clean,political_left_right_raw_clean,self_classification_raw_clean,energy_efficiency_goal_raw_clean,climate_awareness_raw_clean,energy_transition_awareness_raw_clean,renovation_role_raw_clean,household_decision_raw_clean,year_birth_model,age_model,age_model_is_approximate,age_group_model,gender_model,education_model,education_tfm_model,employment_model,student_status_model,city_size_model,tenure_model,tenure_tfm_model,health_condition_model,work_from_home_model,income_model,num_children_model,country_model,country_model_grouped,country_region_model,country_birth_model,nationality_model,ethnicity_model,language_model,climate_zone_model,household_type_model,travel_role_model,renovation_role_model,household_decision_model,vote_status_declared,voted_observed,political_left_right_model,political_block_model,self_classification_model,energy_efficiency_goal_0_100,climate_awareness_0_100,energy_transition_awareness_0_100,travel_distance_model,travel_time_model,year_birth_conflict,age_conflict,gender_conflict,education_conflict,employment_conflict,student_status_conflict,country_conflict,country_birth_conflict,nationality_conflict,ethnicity_conflict,income_conflict,vote_conflict
21,RENOVISOR,EUROPE,21,rv__59da7e94416c900001ea5b52,59da7e94416c900001ea5b52,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,59da7e94416c900001ea5b52,NA,2026,1985,NA,Female.,FR – France,FR,NA,NA,NA,NA,NA,Medium city: 250 000 to 500 000 inhabitants.,2: Subtropical Climates - Intermediate.,Single parenthood: Household composed of a parent and its children.,We rent the home (private or social/subsidised rental).,"Vocational training (e.g. technical training, professional certificates).",Self-employed.,NA,Νone of the above.,NA,1,70,"Yes, most of the time.",Non-Driver Companion.,"I usually do not vote, vote blank or cast a null vote.",50,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,100,100,81,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",One person (usually me) does the research and then discusses it with the others.,1985,41,TRUE,40_59,female,medium,non_university,self_employed,unknown,rural_small,rent,Non-homeowner,unknown,yes,unknown,NA,FR,FR,western_europe,NA,unknown,unknown,unknown,2 subtropical climates intermediate,single parenthood household composed of a parent and its children,non driver companion,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,one person usually me does the research and then discusses it with the others,abstainer,0,50,centre,careful,100,100,81,1,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22,RENOVISOR,EUROPE,22,rv__59dbb88b0fb3a90001bd90b0,59dbb88b0fb3a90001bd90b0,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,59dbb88b0fb3a90001bd90b0,NA,2026,1994,NA,Female.,GB – United Kingdom,GB,NA,NA,NA,NA,NA,Town: 10 000 to 50 000 inhabitants.,4: Temperate Climates - Maritime.,Оther.,One or more members of the household own the home outright (no mortgage).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Self-employed.,NA,Νone of the above.,NA,0,0,"Yes, most of the time.",Non-Driver Companion.,I usually vote for national parties.,25,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,69,91,10,"My main goal is to lower my energy bills and stay warm, but I need clear information on grants or low-cost fixes because I don't have extra money to invest right now.",All household members participate throughout the entire process.,1994,32,TRUE,18_39,female,high,university,self_employed,unknown,rural_small,owner_without_mortgage,Homeowner without mortgage,unknown,yes,unknown,NA,GB,GB,northern_europe,NA,unknown,unknown,unknown,4 temperate climates maritime,NA,non driver companion,my main goal is to lower my energy bills and stay warm but i need clear information on grants or low cost fixes because i don t have extra money to invest right now,all household members participate throughout the entire process,voter,1,25,left,careful,69,91,10,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
23,RENOVISOR,EUROPE,23,rv__59fabb7e38ed430001be6965,59fabb7e38ed430001be6965,rv,1,1,energy_crisis,Content_Export_RV-Energy_Crisis_157.xlsx,59fabb7e38ed430001be6965,NA,2026,1971,NA,Male.,GB – United Kingdom,GB,NA,NA,NA,EN,NA,Medium city: 250 000 to 500 000 inhabitants.,4: Temperate Climates - Maritime.,Uni-personal household: Household composed of one individual.,One or more members of the household own the home with an outstanding mortgage.,NA,NA,NA,Νone of the above.,NA,150,480,"No, almost never.",Solo Driver.,I usually switch my vote depending on the candidate/program or the type of election.,70 | Somewhat Oppose,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,90,35,45,NA,NA,1971,55,TRUE,40_59,male,unknown,unknown,unknown,unknown,rural_small,owner_with_mortgage,Homeowner with mortgage,unknown,no,unknown,NA,GB,GB,northern_europe,NA,unknown,unknown,EN,4 temperate climates maritime,uni personal household household composed of one individual,solo driver,unknown,unknown,uncertain,NA,NA,unknown,careful,90,35,45,150,480,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24,RENOVISOR,EUROPE,24,rv__5a0c036857cee70001767a58,5a0c036857cee70001767a58,rv,2,2,energy_crisis;poverty,Content_Export_RV-Energy_Crisis_157.xlsx;Content_Export_RV-Poverty__96.xlsx,5a0c036857cee70001767a58,NA,2026,1970,NA,Female.,GB – United Kingdom,GB,NA,NA,NA,EN,NA,Town: 10 000 to 50 000 inhabitants.,4: Temperate Climates - Maritime.,NA,One or more members of the household own the home outright (no mortgage).,"University degree or above (e.g. bachelor’s, master’s, PhD). | Non-belonging",Retired.,NA,Self-care (such as washing or dressing).,NA,0,0,"Yes, sometimes on an irregular schedule.",Solo Driver.,I usually switch my vote depending on the candidate/program or the type of election.,Somewhat Support | 51,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,59,99,14,NA,NA,1970,56,TRUE,40_59,female,conflict,conflict,retired,unknown,rural_small,owner_without_mortgage,Homeowner without mortgage,other,yes,unknown,NA,GB,GB,northern_europe,NA,unknown,unknown,EN,4 temperate climates maritime,unknown,solo driver,unknown,unknown,uncertain,NA,NA,unknown,homo_economicus,59,99,14,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25,RENOVISOR,EUROPE,25,rv__5a2310ebdf5bd00001b37474,5a2310ebdf5bd00001b37474,rv,2,2,concerns2;decision,Content_Export_RV-Concerns_2__166.xlsx;Content_Export_RV-Decision_956.xlsx,5a2310ebdf5bd00001b37474,NA,2026,1984,NA,Female.,PL – Poland,PL,NA,NA,NA,NA,NA,Medium city: 250 000 to 500 000 inhabitants.,5: Temperate Climates - Transitional.,Single parenthood: Household composed of a parent and its children.,We rent the home (private or social/subsidised rental).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,NA,NA,80,120,"Yes, most of the time.",Solo Driver.,I usually vote for national parties.,46,I am more likely to invest if it improves my safety or that of my household.,75,83,54 | Moderately concerned,"I want a healthier, more comfortable home with lower bills, but since I rent, I need help knowing what I can actually do and how to get my landlord on board.",I usually take the lead in decision-making.,1984,42,TRUE,40_59,female,high,university,employed,unknown,rural_small,rent,Non-homeowner,unknown,yes,unknown,NA,PL,PL,eastern_europe,NA,unknown,unknown,unknown,5 temperate climates transitional,single parenthood household composed of a parent and its children,solo driver,i want a healthier more comfortable home with lower bills but since i rent i need help knowing what i can actually do and how to get my landlord on board,i usually take the lead in decision making,voter,1,46,centre,fearful,75,83,NA,80,120,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26,RENOVISOR,EUROPE,26,rv__5a2dbc92e2032600017f4b1d,5a2dbc92e2032600017f4b1d,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,5a2dbc92e2032600017f4b1d,NA,2026,1993,NA,Male.,DE – Germany,DE,NA,NA,NA,NA,NA,Town: 10 000 to 50 000 inhabitants.,4: Temperate Climates - Maritime.,Uni-personal household: Household composed of one individual.,We rent the home (private or social/subsidised rental).,"Secondary Education (e.g. high school, secondary school).",Unemployed.,NA,Νone of the above.,NA,12,30,"No, almost never.",Licensed Passenger.,I usually vote for other options.,0,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,20,100,87,"I want a healthier, more comfortable home with lower bills, but since I rent, I need help knowing what I can actually do and how to get my landlord on board.",I live alone.,1993,33,TRUE,18_39,male,medium,non_university,unemployed,unknown,rural_small,rent,Non-homeowner,unknown,no,unknown,NA,DE,DE,western_europe,NA,unknown,unknown,unknown,4 temperate climates maritime,uni personal household household composed of one individual,licensed passenger,i want a healthier more comfortable home with lower bills but since i rent i need help knowing what i can actually do and how to get my landlord on board,i live alone,voter,1,0,extreme_left,careful,20,100,87,12,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27,RENOVISOR,EUROPE,27,rv__5abb9bcff69e940001d9171e,5abb9bcff69e940001d9171e,rv,2,2,decision;energy_crisis,Content_Export_RV-Decision_956.xlsx;Content_Export_RV-Energy_Crisis_157.xlsx,5abb9bcff69e940001d9171e,NA,2026,2003,NA,Female.,PL – Poland,PL,NA,NA,NA,EN,NA,Global city: More than 1 000 000 inhabitants.,5: Temperate Climates - Transitional.,Uni-personal household: Household composed of one individual.,We rent the home (private or social/subsidised rental). | We rent the home (private or social/subsidized rental).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,10 | 20,40 | 90,"Yes, sometimes on an irregular schedule. | No, almost never.",Licensed Passenger. | Solo Driver.,I usually vote for other options. | I usually vote for national parties.,0 | 10 | Somewhat Support,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,51 | 50,100,43 | 40,"I want a healthier, more comfortable home with lower bills, but since I rent, I need help knowing what I can actually do and how to get my landlord on board.",I live alone.,2003,23,TRUE,18_39,female,high,university,employed,unknown,rural_small,conflict,conflict,unknown,conflict,unknown,NA,PL,PL,eastern_europe,NA,unknown,unknown,EN,5 temperate climates transitional,uni personal household household composed of one individual,conflict,i want a healthier more comfortable home with lower bills but since i rent i need help knowing what i can actually do and how to get my landlord on board,i live alone,conflict,NA,NA,unknown,careful,NA,100,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
28,RENOVISOR,EUROPE,28,rv__5ad06853b438910001ac8bee,5ad06853b438910001ac8bee,rv,1,1,energy_crisis,Content_Export_RV-Energy_Crisis_157.xlsx,5ad06853b438910001ac8bee,NA,2026,1992,NA,Female.,GB – United Kingdom,GB,NA,NA,NA,EN,NA,Town: 10 000 to 50 000 inhabitants.,4: Temperate Climates - Maritime.,Traditional family: Household composed of the parents and and one or two children.,One or more members of the household own the home with an outstanding mortgage.,NA,NA,NA,Νone of the above.,NA,20,30,"Yes, sometimes on an irregular schedule.",Solo Driver.,I usually vote for national parties.,50 | Somewhat Support,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,60,90,30,NA,NA,1992,34,TRUE,18_39,female,unknown,unknown,unknown,unknown,rural_small,owner_with_mortgage,Homeowner with mortgage,unknown,yes,unknown,NA,GB,GB,northern_europe,NA,unknown,unknown,EN,4 temperate climates maritime,traditional family household composed of the parents and and one or two children,solo driver,unknown,unknown,voter,1,NA,unknown,careful,60,90,30,20,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29,RENOVISOR,EUROPE,29,rv__5aeb24e22bd17300018779f2,5aeb24e22bd17300018779f2,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,5aeb24e22bd17300018779f2,NA,2026,1994,NA,Female.,EE – Estonia,EE,NA,NA,NA,NA,NA,Medium city: 250 000 to 500 000 inhabitants.,5: Temperate Climates - Transitional.,Uni-personal household: Household composed of one individual.,We rent the home (private or social/subsidised rental).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,2,30,"Yes, sometimes on an irregular schedule.",Non-Driver Companion.,I usually vote for national parties.,11,"I am not very interested in new equipment, technologies, or environmental actions and usually stick to what I am used to.",60,100,19,"I want a healthier, more comfortable home with lower bills, but since I rent, I need help knowing what I can actually do and how to get my landlord on board.",I live alone.,1994,32,TRUE,18_39,female,high,university,employed,unknown,rural_small,rent,Non-homeowner,unknown,yes,unknown,NA,EE,OTHER_COUNTRIES,northern_europe,NA,unknown,unknown,unknown,5 temperate climates transitional,uni personal household household composed of one individual,non driver companion,i want a healthier more comfortable home with lower bills but since i rent i need help knowing what i can actually do and how to get my landlord on board,i live alone,voter,1,11,extreme_left,activist,60,100,19,2,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30,RENOVISOR,EUROPE,30,rv__5af6e439672ea800010d4e92,5af6e439672ea800010d4e92,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,5af6e439672ea800010d4e92,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I’ve already done the basic upgrades, and now I’m looking for advanced ways to reach peak energy performance and future-proof my home.",I usually take the lead in decision-making.,NA,NA,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,unknown,unknown,unknown,unknown,i ve already done the basic upgrades and now i m looking for advanced ways to reach peak energy performance and future proof my home,i usually take the lead in decision making,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31,RENOVISOR,EUROPE,31,rv__5b0710e7a84dcf0001beee8a,5b0710e7a84dcf0001beee8a,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,5b0710e7a84dcf0001beee8a,NA,2026,1967,NA,Female.,GB – United Kingdom,GB,NA,NA,NA,NA,NA,Small town: 1 000 to 10 000 inhabitants.,4: Temperate Climates - Maritime.,Ageing family: Household composed of two older adults.,One or more members of the household own the home outright (no mortgage).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Part-time employed.,NA,Sight (even with glasses).;Walking or climbing steps.,NA,4,15,"No, almost never.",Solo Driver.,I usually vote for national parties.,87,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,48,64,23,"My main goal is to lower my energy bills and stay warm, but I need clear information on grants or low-cost fixes because I don't have extra money to invest right now.",All household members participate throughout the entire process.,1967,59,TRUE,40_59,female,high,university,employed,unknown,rural_small,owner_without_mortgage,Homeowner without mortgage,other,no,unknown,NA,GB,GB,northern_europe,NA,unknown,unknown,unknown,4 temperate climates maritime,ageing family household composed of two older adults,solo driver,my main goal is to lower my energy bills and stay warm but i need clear information on grants or low cost fixes because i don t have extra money to invest right now,all household members participate throughout the entire process,voter,1,87,extreme_right,homo_economicus,48,64,23,4,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32,RENOVISOR,EUROPE,32,rv__5b0f27321e55760001b9a8a5,5b0f27321e55760001b9a8a5,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,5b0f27321e55760001b9a8a5,NA,2026,1980,NA,Female.,GB – United Kingdom,GB,NA,NA,NA,NA,NA,Large city: 500 000 to 1 000 000 inhabitants.,4: Temperate Climates - Maritime.,Dual Income No Kids: Household composed of two adults without children.,One or more members of the household own the home with an outstanding mortgage.,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,20,120,"Yes, most of the time.",Licensed Passenger.,I usually switch my vote depending on the candidate/program or the type of election.,50,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,74,100,29,"My main goal is to lower my energy bills and stay warm, but I need clear information on grants or low-cost fixes because I don't have extra money to invest right now.",All household members participate throughout the entire process.,1980,46,TRUE,40_59,female,high,university,employed,unknown,rural_small,owner_with_mortgage,Homeowner with mortgage,unknown,yes,unknown,NA,GB,GB,northern_europe,NA,unknown,unknown,unknown,4 temperate climates maritime,dual income no kids household composed of two adults without children,licensed passenger,my main goal is to lower my energy bills and stay warm but i need clear information on grants or low cost fixes because i don t have extra money to invest right now,all household members participate throughout the entire process,uncertain,NA,50,centre,homo_economicus,74,100,29,20,120,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33,RENOVISOR,EUROPE,33,rv__5b2b83b10ec82d0001d29549,5b2b83b10ec82d0001d29549,rv,1,1,concerns2,Content_Export_RV-Concerns_2__166.xlsx,5b2b83b10ec82d0001d29549,NA,2026,1971,NA,Female.,GB – United Kingdom,GB,NA,NA,NA,NA,NA,Town: 10 000 to 50 000 inhabitants.,4: Temperate Climates - Maritime.,Ageing family: Household composed of two older adults.,One or more members of the household own the home outright (no mortgage).,NA,NA,NA,Self-care (such as washing or dressing).,NA,20,1,"Yes, most of the time.",Solo Driver.,I usually switch my vote depending on the candidate/program or the type of election.,57,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,74,87,57 | Slightly concerned,NA,NA,1971,55,TRUE,40_59,female,unknown,unknown,unknown,unknown,rural_small,owner_without_mortgage,Homeowner without mortgage,other,yes,unknown,NA,GB,GB,northern_europe,NA,unknown,unknown,unknown,4 temperate climates maritime,ageing family household composed of two older adults,solo driver,unknown,unknown,uncertain,NA,57,centre,careful,74,87,NA,20,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
