stage_dimension_id,participant_id,stage,technology,dimension_key,dimension,added_value,adherence,agreement,approval,authority,autonomy,climate_protection,commitment,cost_efficiency,coziness,credit_score_access_to_funding,environmental_concerns,frugality,fun,knowledge,legal,novelty,own_competence,own_significance,peer_pressure,profits,recognition,rights_and_duties,risk_profile,safety,self_satisfaction,socialising,support,technical_fit,trends,trust,wellbeing
412,198,Implemented,Envelope renovation,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1238,201,Aware / would consider,Envelope renovation,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1237,201,Aware / would consider,Envelope renovation,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
1236,201,Aware / would consider,Envelope renovation,SECURITY,Security,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,90,NA
415,201,Implemented,Envelope renovation,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,201,Implemented,Envelope renovation,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
413,201,Implemented,Envelope renovation,SECURITY,Security,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,90,NA
416,202,Implemented,Domestic hot water system,FINANCIAL,Financial security,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA
417,202,Implemented,Domestic hot water system,MEANING,Meaning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1239,203,Aware / would consider,Envelope renovation,AUTONOMY,Autonomy,NA,75,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA
1989,203,Unaware but curious,Envelope renovation,FINANCIAL,Financial security,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,80,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA
1991,203,Unaware but curious,Envelope renovation,MEANING,Meaning,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,203,Unaware but curious,Envelope renovation,SECURITY,Security,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,20,NA
1242,204,Aware / would consider,Energy-efficient appliances,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA
1240,204,Aware / would consider,Energy-efficient appliances,FINANCIAL,Financial security,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,204,Aware / would consider,Energy-efficient appliances,SECURITY,Security,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,204,Implemented,Energy community,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA
418,204,Implemented,Energy community,FINANCIAL,Financial security,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,204,Implemented,Energy community,SECURITY,Security,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1244,205,Aware / would consider,Electric vehicle,AUTONOMY,Autonomy,NA,70,NA,NA,NA,80,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA
1243,205,Aware / would consider,Electric vehicle,FINANCIAL,Financial security,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,75,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
1245,205,Aware / would consider,Electric vehicle,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
422,205,Implemented,Envelope renovation,AUTONOMY,Autonomy,NA,70,NA,NA,NA,80,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA
423,205,Implemented,Envelope renovation,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
421,205,Implemented,Envelope renovation,SECURITY,Security,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,85,NA
1992,205,Unaware but curious,Energy community,FINANCIAL,Financial security,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,75,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA
1993,205,Unaware but curious,Energy community,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
1994,205,Unaware but curious,Energy community,RELATEDNESS,Relatedness,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,85,NA,NA,NA,0,60,NA,NA,NA,NA
1248,206,Aware / would consider,Energy-efficient appliances,AUTONOMY,Autonomy,NA,70,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA
1247,206,Aware / would consider,Energy-efficient appliances,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,75,NA,NA,90,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA
1246,206,Aware / would consider,Energy-efficient appliances,SECURITY,Security,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,90,NA
426,206,Implemented,Energy community,POPULARITY,Popularity,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,206,Implemented,Energy community,RELATEDNESS,Relatedness,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,80,NA,NA,NA,60,90,NA,NA,NA,NA
425,206,Implemented,Energy community,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,55,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1249,207,Aware / would consider,Energy-efficient appliances,FINANCIAL,Financial security,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA
1251,207,Aware / would consider,Energy-efficient appliances,MEANING,Meaning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,207,Aware / would consider,Energy-efficient appliances,SECURITY,Security,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA
1252,208,Aware / would consider,Energy community,AUTONOMY,Autonomy,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA
1254,208,Aware / would consider,Energy community,MEANING,Meaning,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,208,Aware / would consider,Energy community,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,30,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,208,Implemented,Envelope renovation,AUTONOMY,Autonomy,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA
429,208,Implemented,Envelope renovation,MEANING,Meaning,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,208,Implemented,Envelope renovation,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,30,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,208,Unaware but curious,Energy community,AUTONOMY,Autonomy,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA
1997,208,Unaware but curious,Energy community,MEANING,Meaning,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,208,Unaware but curious,Energy community,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,30,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,210,Implemented,Electric vehicle,SECURITY,Security,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,50,NA
1999,210,Unaware but curious,Energy-efficient appliances,AUTONOMY,Autonomy,NA,50,NA,NA,NA,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA
1998,210,Unaware but curious,Energy-efficient appliances,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,50,NA,NA,50,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA
2000,210,Unaware but curious,Energy-efficient appliances,MEANING,Meaning,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,211,Aware / would consider,Energy-efficient appliances,SECURITY,Security,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,82,NA
1256,212,Aware / would consider,Envelope renovation,FINANCIAL,Financial security,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,212,Aware / would consider,Envelope renovation,MEANING,Meaning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,212,Implemented,Electricity tariff change,FINANCIAL,Financial security,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,212,Implemented,Electricity tariff change,MEANING,Meaning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,213,Aware / would consider,Envelope renovation,MEANING,Meaning,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,213,Implemented,Envelope renovation,AUTONOMY,Autonomy,NA,80,NA,NA,NA,0,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA
435,213,Implemented,Envelope renovation,MEANING,Meaning,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,213,Implemented,Envelope renovation,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,59,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,214,Aware / would consider,Envelope renovation,FINANCIAL,Financial security,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,81,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA
1260,214,Aware / would consider,Envelope renovation,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85
1261,214,Aware / would consider,Envelope renovation,RELATEDNESS,Relatedness,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,80,88,NA,NA,NA,NA
436,214,Implemented,Electricity tariff change,FINANCIAL,Financial security,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,81,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA
1262,215,Aware / would consider,Heat pump,AUTONOMY,Autonomy,NA,61,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA
1264,215,Aware / would consider,Heat pump,MEANING,Meaning,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1263,215,Aware / would consider,Heat pump,RELATEDNESS,Relatedness,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,66,NA,NA,NA,47,65,NA,NA,NA,NA
439,215,Implemented,Fossil fuel or biomass heating,MEANING,Meaning,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,215,Implemented,Fossil fuel or biomass heating,RELATEDNESS,Relatedness,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,66,NA,NA,NA,47,65,NA,NA,NA,NA
438,215,Implemented,Fossil fuel or biomass heating,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,36,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267,216,Aware / would consider,Energy community,MEANING,Meaning,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,216,Aware / would consider,Energy community,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
1265,216,Aware / would consider,Energy community,SECURITY,Security,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,75,NA
440,216,Implemented,Heat pump,FINANCIAL,Financial security,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
442,216,Implemented,Heat pump,MEANING,Meaning,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,216,Implemented,Heat pump,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
2002,216,Unaware but curious,Electric vehicle,AUTONOMY,Autonomy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,216,Unaware but curious,Electric vehicle,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA
2003,216,Unaware but curious,Electric vehicle,MEANING,Meaning,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,217,Aware / would consider,Heat pump,AUTONOMY,Autonomy,NA,87,NA,NA,NA,52,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA
1268,217,Aware / would consider,Heat pump,FINANCIAL,Financial security,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,33,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1269,217,Aware / would consider,Heat pump,SECURITY,Security,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,91,NA
445,217,Implemented,Envelope renovation,AUTONOMY,Autonomy,NA,87,NA,NA,NA,52,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA
443,217,Implemented,Envelope renovation,FINANCIAL,Financial security,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,33,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,217,Implemented,Envelope renovation,SECURITY,Security,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,91,NA
2006,217,Unaware but curious,Cooling system,AUTONOMY,Autonomy,NA,87,NA,NA,NA,52,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA
2004,217,Unaware but curious,Cooling system,FINANCIAL,Financial security,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,33,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,217,Unaware but curious,Cooling system,SECURITY,Security,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,91,NA
1272,218,Aware / would consider,Energy-efficient appliances,AUTONOMY,Autonomy,NA,100,NA,NA,NA,80,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA
1273,218,Aware / would consider,Energy-efficient appliances,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1271,218,Aware / would consider,Energy-efficient appliances,SECURITY,Security,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,100,NA
447,218,Implemented,Electric vehicle,AUTONOMY,Autonomy,NA,100,NA,NA,NA,80,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA
446,218,Implemented,Electric vehicle,FINANCIAL,Financial security,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA
448,218,Implemented,Electric vehicle,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,218,Unaware but curious,Heat pump,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,100,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA
2009,218,Unaware but curious,Heat pump,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,218,Unaware but curious,Heat pump,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274,219,Aware / would consider,Cooling system,FINANCIAL,Financial security,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,49,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
1275,219,Aware / would consider,Cooling system,MEANING,Meaning,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,219,Implemented,Electric vehicle,MEANING,Meaning,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,219,Implemented,Electric vehicle,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,61,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,219,Unaware but curious,Energy-efficient appliances,FINANCIAL,Financial security,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,49,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
2011,219,Unaware but curious,Energy-efficient appliances,MEANING,Meaning,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
843,22,Aware / would consider,Balcony solar kits,POPULARITY,Popularity,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA
841,22,Aware / would consider,Balcony solar kits,RELATEDNESS,Relatedness,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,46,NA,NA,NA,48,27,NA,NA,NA,NA
842,22,Aware / would consider,Balcony solar kits,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,69,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,22,Implemented,Domestic hot water system,FINANCIAL,Financial security,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,46,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA
41,22,Implemented,Domestic hot water system,MEANING,Meaning,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,22,Implemented,Domestic hot water system,POPULARITY,Popularity,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA
1678,22,Unaware but curious,Heat pump,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,60,NA,NA,83,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA
1680,22,Unaware but curious,Heat pump,MEANING,Meaning,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
